gene_name,k562_gwps,k562_essential,rpe1,any_source,A_mean_cpm,A_de_gate,B_mean_cpm,B_de_gate,C_mean_cpm,C_de_gate
TSPAN6,False,False,True,True,0.00831742692019158,False,131.72312784427447,True,146.1631380566177,True
TNMD,False,False,False,False,0.0,False,0.003033141315267135,False,0.038931678621905406,False
DPM1,True,True,True,True,202.89491153742134,True,307.848370462631,True,479.15329977364433,True
SCYL3,True,True,False,True,19.50114003096755,True,8.483142360574647,True,16.446642873228367,True
C1orf112,True,True,False,True,149.80007778372038,True,52.62285663552735,True,44.43940568295779,True
FGR,False,False,False,False,5.350903397984896,True,0.009360675412931998,False,0.7439952336965868,False
CFH,False,False,True,True,0.0,False,153.50827205340462,True,78.98423561691497,True
FUCA2,True,True,True,True,0.01678237307157545,False,182.28560933102005,True,57.44481377990133,True
GCLC,True,True,True,True,100.93176760072774,True,62.037608924252616,True,133.5676843103552,True
NFYA,False,True,False,True,135.6407894032406,True,43.58041553185008,True,34.00345833771348,True
STPG1,False,False,True,True,0.02285024852399537,False,3.225954981221898,False,31.943349429646965,True
NIPAL3,True,True,True,True,45.67517717922605,True,51.3466332821737,True,78.42394024611674,True
LAS1L,True,True,True,True,99.47342690918323,True,49.232440260663395,True,9.794797681655833,True
ENPP4,False,False,False,False,44.97696357248544,True,0.08356966981650324,False,0.001817653046386506,False
SEMA3F,False,False,False,False,2.527862079473475,False,208.78544778458692,True,259.845935260478,True
CFTR,False,False,False,False,3.021271664608071,False,0.04119204961815576,False,0.009254115957161881,False
ANKIB1,True,True,True,True,38.10523799190357,True,43.362870394674644,True,24.72783993995564,True
CYP51A1,True,True,True,True,4.683722691744225,False,123.06409121091177,True,225.51607084550483,True
KRIT1,True,True,True,True,79.21192408405803,True,132.61192743057396,True,137.06885331049403,True
RAD52,False,False,False,False,14.811557898105624,True,11.090963800286719,True,25.640346091418905,True
BAD,True,True,True,True,64.00101683535458,True,20.074991934252875,True,16.24006299909371,True
LAP3,True,True,True,True,59.543309549868596,True,17.162293505785968,True,22.78962674834616,True
CD99,True,True,True,True,260.8020116844936,True,39.377888667169714,True,182.66074514415277,True
HS3ST1,False,False,False,False,0.0039099155458242095,False,1.0906675737919889,False,16.651308884382114,True
AOC1,False,False,False,False,0.17004965623537263,False,0.5665142998126603,False,0.05443511335308747,False
WNT16,False,False,False,False,0.0,False,0.006623685470146731,False,0.010898569646465791,False
HECW1,False,False,False,False,0.022633633957960156,False,0.6580235404485646,False,0.662466552572081,False
MAD1L1,True,True,True,True,46.94771827125519,True,33.46402241515968,True,27.904362167776117,True
LASP1,True,True,True,True,86.16332312393168,True,193.11666307961363,True,212.8121227597955,True
SNX11,False,False,True,True,12.142240607441677,True,5.5166647592723494,True,9.274422116713719,True
TMEM176A,False,False,False,False,0.0,False,2.058620738708354,False,0.0018908853276374824,False
M6PR,True,True,True,True,183.92997351587906,True,189.3870618878969,True,92.16091061252469,True
KLHL13,False,False,False,False,0.0,False,53.579205155841976,True,76.03414922655024,True
CYP26B1,False,False,False,False,14.159672877044894,True,0.5799634052685213,False,0.7305688568676788,False
ICA1,True,True,False,True,23.419348760373815,True,3.460974237686817,False,0.0022780662315863907,False
DBNDD1,False,False,True,True,1.33044211676811,False,0.8924743749387224,False,0.9447420586606521,False
ALS2,True,True,True,True,73.65091265132331,True,73.02651314291685,True,44.84164685742802,True
CASP10,True,True,False,True,14.022202410071879,True,6.31149261509458,True,33.40797923222891,True
CFLAR,True,True,True,True,56.30426415100778,True,34.00645909145832,True,58.29764834479387,True
TFPI,True,True,True,True,0.5617614145704599,False,39.26440952359807,True,195.66498934787475,True
NDUFAF7,True,True,True,True,21.274110444880968,True,63.31971683602547,True,78.4542259606725,True
RBM5,True,True,True,True,113.86105805702367,True,72.04143697737759,True,42.452074047269704,True
MTMR7,False,False,False,False,0.001743985690946203,False,0.07397561013138944,False,0.0,False
SLC7A2,False,False,False,False,0.0,False,74.37291066934262,True,0.08892829331714536,False
ARF5,True,True,True,True,94.22106686938163,True,69.64881856630826,True,56.15078575618545,True
SARM1,False,False,False,False,4.78224670730165,False,4.9814308556963685,False,0.49693024232677524,False
POLDIP2,True,True,True,True,293.46261340593287,True,633.137419677834,True,291.5114090698328,True
PLXND1,False,False,False,False,19.72441348606323,True,136.0041262562264,True,50.09472986747023,True
CD38,False,False,False,False,102.74211687022728,True,0.14331936539603704,False,9.700169783737238,True
FKBP4,True,True,True,True,123.12395992957828,True,34.18225372273584,True,32.36146310827401,True
KDM1A,True,True,True,True,513.5239268859244,True,314.8907334895461,True,371.4586543122434,True
RBM6,True,True,True,True,102.37388676865717,True,107.7714558325429,True,68.17525698094383,True
CAMKK1,False,False,False,False,9.31232744263429,True,40.3631826619527,True,6.524405389078567,True
RECQL,True,True,True,True,104.02074289515289,True,372.0094530067204,True,137.46304355957696,True
VPS50,True,True,True,True,10.617914097353891,True,23.21810418951257,True,30.756091026474884,True
HSPB6,False,False,False,False,0.19088685828701546,False,0.022111322760247954,False,0.0975049012928516,False
ARHGAP33,False,False,False,False,33.1609338942892,True,1.3019889932910975,False,1.221554394317774,False
NDUFAB1,True,True,True,True,388.3544610017954,True,350.1113872894644,True,450.8307529572448,True
PDK4,False,False,False,False,0.0020196895494799705,False,526.2747097348911,True,0.0,False
SLC22A16,False,False,False,False,0.2540867638321458,False,0.0565534090394969,False,0.00380857969885482,False
ZMYND10,False,False,False,False,11.307355913123946,True,0.8972435170022875,False,0.4132746712063133,False
ABCB5,False,False,False,False,0.0,False,0.0,False,0.0,False
ARX,False,False,False,False,0.001417855680440284,False,0.0,False,0.003041964824361233,False
SLC25A13,True,True,True,True,6.48894468488254,True,67.66383510009817,True,21.14390008077011,True
ST7,True,True,True,True,15.60916400054423,True,81.90880716816,True,36.394976240037444,True
CDC27,True,True,True,True,104.21406572138565,True,83.14490856591893,True,82.88354693241426,True
